id,type,ans_count,cr_time,score,poster_rep
5453,2,,2014-04-08T13:20:45.543,1,528
5454,2,,2014-04-09T03:07:33.630,0,19
5455,2,,2014-04-09T03:13:43.420,1,19
5456,2,,2014-04-09T13:12:32.887,1,412
5457,1,2,2014-04-09T14:23:07.087,1,1725
5458,2,,2014-04-09T14:53:27.087,1,2199
5459,2,,2014-04-09T15:10:22.710,3,708
5461,1,2,2014-04-10T04:26:41.287,4,23
5462,2,,2014-04-10T05:56:01.210,5,198
5463,2,,2014-04-10T06:11:20.040,2,499
5464,2,,2014-04-10T06:38:14.097,2,198
5465,2,,2014-04-10T07:08:25.273,5,499
5466,2,,2014-04-10T11:08:50.877,1,31
5467,2,,2014-04-10T15:34:12.903,0,106
5468,2,,2014-04-10T16:32:28.547,2,29
5469,1,6,2014-04-11T07:25:38.380,9,499
5470,2,,2014-04-11T10:04:06.667,-1,636
5471,2,,2014-04-11T11:08:46.790,8,441
5472,2,,2014-04-11T12:01:38.673,3,2744
5474,1,4,2014-04-11T20:05:15.943,1,234
5475,2,,2014-04-11T20:36:35.867,1,11
5476,2,,2014-04-11T21:22:35.623,2,528
5477,2,,2014-04-11T23:29:50.147,5,211
5478,2,,2014-04-12T00:19:23.757,1,305
5479,2,,2014-04-12T00:36:44.393,2,305
5480,1,2,2014-04-12T01:02:43.300,5,198
5481,2,,2014-04-12T01:25:47.317,3,5319
5482,2,,2014-04-12T01:31:40.603,5,2744
5483,1,4,2014-04-12T09:32:44.043,2,234
5484,1,2,2014-04-12T16:11:50.393,1,428
5485,2,,2014-04-12T18:00:33.803,2,234
5486,2,,2014-04-12T22:31:49.650,1,2656
5487,2,,2014-04-13T04:06:46.810,0,1
5488,5,,2014-04-13T06:09:41.870,0,234
5489,4,,2014-04-13T06:09:41.870,0,234
5490,5,,2014-04-13T06:17:23.840,0,234
5491,4,,2014-04-13T06:17:23.840,0,15418
5492,2,,2014-04-13T08:55:39.980,2,499
5494,2,,2014-04-13T13:26:37.153,5,1275
5495,2,,2014-04-14T14:11:48.293,3,2832
5497,2,,2014-04-15T11:34:10.100,3,1052
5498,2,,2014-04-15T11:36:39.180,1,1052
5499,1,2,2014-04-15T16:15:52.873,1,6
5500,2,,2014-04-15T18:19:04.767,1,528
5501,5,,2014-04-15T19:16:40.773,0,234
5502,4,,2014-04-15T19:16:40.773,0,234
5503,2,,2014-04-15T19:32:15.650,2,121
5504,2,,2014-04-15T22:57:31.797,2,2549
5505,2,,2014-04-16T13:50:42.010,1,566
5506,2,,2014-04-16T18:26:41.260,1,2173
5508,1,2,2014-04-17T02:41:59.107,-1,1
5509,2,,2014-04-17T03:09:01.147,2,499
5510,2,,2014-04-17T04:02:18.663,0,1
5511,1,5,2014-04-17T16:02:30.400,2,1204
5512,2,,2014-04-17T16:29:55.520,4,164
5513,2,,2014-04-17T17:01:03.040,2,2199
5514,2,,2014-04-17T18:01:25.830,3,2744
5515,2,,2014-04-17T21:27:34.610,0,2549
5516,2,,2014-04-18T05:02:15.983,1,126
5517,1,3,2014-04-18T10:25:59.860,1,295
5518,5,,2014-04-18T10:28:18.040,0,1
5519,4,,2014-04-18T10:28:18.040,0,295
5520,2,,2014-04-18T11:11:01.437,7,514
5521,1,3,2014-04-18T12:12:38.513,3,494
5522,2,,2014-04-18T12:34:06.593,1,754
5523,2,,2014-04-18T12:45:05.740,4,754
5524,2,,2014-04-18T16:16:28.027,0,1
5526,2,,2014-04-18T19:22:38.540,4,41
5527,2,,2014-04-18T23:13:57.250,2,2992
5528,2,,2014-04-19T00:14:04.167,-1,305
5529,1,2,2014-04-19T20:39:15.013,1,8
5530,2,,2014-04-19T21:51:44.633,3,2851
5531,2,,2014-04-20T01:38:58.567,-1,164
5533,2,,2014-04-20T06:16:19.250,0,1
5534,1,8,2014-04-20T14:28:02.017,2,113
5535,2,,2014-04-20T14:41:30.443,8,551
5536,2,,2014-04-20T15:59:58.527,4,566
5537,2,,2014-04-20T16:11:11.577,0,566
5538,1,3,2014-04-21T03:39:50.070,2,31
5539,2,,2014-04-21T05:00:48.113,1,164
5540,2,,2014-04-21T10:14:42.030,1,11
5541,2,,2014-04-21T12:40:44.123,3,2549
5543,2,,2014-04-21T15:28:26.187,5,6139
5544,2,,2014-04-21T15:56:44.600,1,96
5545,1,4,2014-04-21T16:53:58.683,3,120
5546,2,,2014-04-21T17:03:16.417,4,2832
5547,2,,2014-04-21T17:07:40.767,1,96
5548,2,,2014-04-21T17:21:30.280,1,96
5549,2,,2014-04-21T17:54:54.687,0,2549
5551,1,6,2014-04-21T18:36:46.463,8,924
5552,2,,2014-04-21T18:53:36.317,2,528
5553,2,,2014-04-21T19:04:40.607,5,371
5554,2,,2014-04-22T02:45:53.913,0,31
5555,2,,2014-04-22T03:55:07.747,0,31
5556,2,,2014-04-22T09:31:01.257,18,2832
5557,1,2,2014-04-22T13:21:29.220,2,25
5558,2,,2014-04-22T13:36:44.350,2,2832
5559,2,,2014-04-22T16:02:37.030,0,2549
5560,1,1,2014-04-22T16:15:27.883,3,344
5561,2,,2014-04-22T16:19:04.140,3,2549
5562,2,,2014-04-22T16:27:41.850,4,2549
5563,1,2,2014-04-22T19:48:31.160,1,217
5564,2,,2014-04-22T20:37:10.587,2,2549
5565,1,1,2014-04-23T13:35:46.417,0,418
5567,2,,2014-04-23T14:58:19.637,3,1728
5568,1,1,2014-04-23T21:16:35.763,2,1545
5569,2,,2014-04-23T21:26:14.613,3,1545
5573,2,,2014-04-24T10:38:14.203,2,151
5574,2,,2014-04-24T11:05:05.223,2,3667
5575,1,3,2014-04-24T14:26:26.230,0,1204
5576,2,,2014-04-24T14:39:39.460,2,551
5578,2,,2014-04-24T18:03:11.207,1,418
5579,2,,2014-04-24T21:48:36.893,0,1
5581,2,,2014-04-25T12:27:20.717,3,636
5582,2,,2014-04-25T12:33:33.867,4,2549
5583,1,2,2014-04-25T13:15:07.483,1,111
5584,2,,2014-04-25T13:17:42.117,2,2549
5585,2,,2014-04-25T13:18:06.897,10,2832
5586,2,,2014-04-25T16:28:41.777,2,6139
5588,2,,2014-04-26T09:21:19.383,0,234
5589,2,,2014-04-26T12:59:12.327,1,2549
5590,1,3,2014-04-26T14:58:10.467,1,1204
5591,2,,2014-04-26T15:33:33.137,5,701
5592,2,,2014-04-26T19:50:47.113,-1,1
5593,1,2,2014-04-27T16:01:57.867,1,1204
5594,2,,2014-04-27T16:20:27.390,2,551
5595,2,,2014-04-27T19:44:50.913,4,1728
5596,2,,2014-04-28T12:41:30.590,1,31
5597,1,1,2014-04-29T06:35:38.863,4,21
5598,2,,2014-04-29T06:54:24.737,13,2832
5600,2,,2014-04-29T19:41:20.773,3,234
5601,2,,2014-04-29T20:28:34.663,-2,51
5602,2,,2014-04-29T20:53:14.477,0,51
5603,2,,2014-04-29T21:07:53.317,-1,51
5604,2,,2014-04-30T05:19:29.883,1,2832
5605,2,,2014-04-30T12:44:09.133,4,51
5606,2,,2014-04-30T12:53:54.177,2,2549
5608,2,,2014-04-30T20:11:33.730,1,111
5609,2,,2014-05-01T13:07:45.730,1,184
5612,1,1,2014-05-02T15:46:55.640,2,130
5614,2,,2014-05-02T18:15:59.257,5,1728
5616,2,,2014-05-02T22:30:39.480,0,11
5617,1,3,2014-05-02T23:44:28.463,14,428
5618,2,,2014-05-03T00:19:53.957,0,1
5619,2,,2014-05-03T01:47:26.243,1,2549
5620,2,,2014-05-03T02:16:38.190,1,27
5621,2,,2014-05-03T21:43:24.797,17,1275
5622,1,1,2014-05-05T01:32:19.993,-4,1
5623,1,2,2014-05-05T01:48:45.630,6,933
5624,2,,2014-05-05T02:03:21.787,20,2199
5625,2,,2014-05-05T04:23:39.903,1,31
5626,2,,2014-05-06T02:56:54.790,3,231
5627,2,,2014-05-06T08:42:36.573,1,246
5628,1,3,2014-05-06T11:07:31.973,2,11
5629,2,,2014-05-06T12:00:39.977,2,2549
5630,2,,2014-05-06T12:17:38.157,0,2549
5631,2,,2014-05-06T12:43:33.747,0,31
5632,1,2,2014-05-06T15:11:19.043,0,1204
5633,2,,2014-05-06T15:37:32.887,-1,2549
5634,2,,2014-05-06T22:33:00.633,1,11
5636,2,,2014-05-07T03:52:05.250,0,198
5637,2,,2014-05-07T06:44:46.620,0,41
5638,1,4,2014-05-07T06:49:27.220,5,128
5639,2,,2014-05-07T06:55:10.217,4,41
5640,2,,2014-05-07T07:42:03.357,4,2832
5641,1,5,2014-05-07T10:44:09.170,4,636
5642,2,,2014-05-07T11:44:26.230,2,1275
5643,2,,2014-05-07T16:29:07.177,1,2992
5645,1,3,2014-05-08T20:28:34.647,1,1204
5646,2,,2014-05-08T21:11:07.500,5,732
5647,1,0,2014-05-08T23:44:25.690,1,106
5648,2,,2014-05-08T23:54:14.053,-4,1
5649,1,4,2014-05-09T01:49:54.347,5,26
5650,2,,2014-05-09T02:50:00.103,1,31
5651,2,,2014-05-09T05:54:39.070,3,2832
5652,2,,2014-05-09T07:20:51.207,1,1728
5653,2,,2014-05-09T09:51:14.927,3,1275
5654,2,,2014-05-09T10:23:15.287,2,31
5655,2,,2014-05-09T12:26:27.047,3,168
5656,1,4,2014-05-10T11:48:43.483,0,3
5657,2,,2014-05-10T12:53:50.550,5,754
5658,2,,2014-05-10T14:59:41.983,1,168
5659,1,2,2014-05-10T16:55:43.817,1,6
5660,2,,2014-05-10T17:21:28.133,3,1275
5662,2,,2014-05-10T17:54:49.197,1,81
5663,2,,2014-05-10T18:08:20.893,2,81
5664,2,,2014-05-10T19:51:16.773,5,81
5666,2,,2014-05-10T23:07:49.277,2,1275
5667,2,,2014-05-11T06:43:43.443,1,11
5671,1,1,2014-05-12T08:02:33.533,2,924
5673,2,,2014-05-12T08:18:36.450,4,2511
5674,1,4,2014-05-12T11:12:54.630,1,36
5675,2,,2014-05-12T11:19:00.767,3,36
5676,2,,2014-05-12T11:20:44.013,-3,2832
5677,2,,2014-05-12T18:22:37.260,6,184
5678,1,1,2014-05-12T19:29:27.230,4,151
5679,2,,2014-05-12T20:19:38.503,-1,1
5680,2,,2014-05-12T20:41:44.127,12,732
5682,2,,2014-05-13T15:38:00.127,3,3667
5683,1,3,2014-05-13T16:18:44.240,6,577
5684,2,,2014-05-13T19:16:19.363,7,732
5686,2,,2014-05-14T04:35:15.030,1,11
5687,1,2,2014-05-14T05:26:33.213,2,113
5688,2,,2014-05-14T06:55:04.180,10,636
5689,2,,2014-05-14T11:31:59.687,1,2744
5690,2,,2014-05-14T14:53:22.920,2,2992
5691,2,,2014-05-14T17:34:31.840,1,11
5692,2,,2014-05-14T18:40:42.743,0,2992
5693,2,,2014-05-15T03:17:59.533,2,181
5694,1,3,2014-05-15T11:07:34.817,0,5
5695,2,,2014-05-15T11:20:39.430,2,566
5699,1,3,2014-05-15T16:47:22.000,0,5
5700,2,,2014-05-15T17:21:48.380,0,2832
5701,2,,2014-05-15T18:19:14.390,3,371
5702,2,,2014-05-15T19:18:04.457,0,1
5703,2,,2014-05-16T16:32:56.370,0,1
5705,2,,2014-05-16T19:11:04.887,0,101
5707,2,,2014-05-17T18:18:11.107,0,11
5708,1,7,2014-05-17T20:15:58.857,1,116
5709,2,,2014-05-17T22:20:50.007,0,5124
5711,1,3,2014-05-18T11:28:23.713,0,3
5712,2,,2014-05-18T15:54:22.453,1,566
5713,2,,2014-05-18T18:41:21.513,6,2992
5714,1,4,2014-05-18T22:49:03.823,2,11
5715,2,,2014-05-19T02:53:47.827,4,66
5716,2,,2014-05-19T06:48:29.143,1,151
5717,2,,2014-05-19T08:12:49.550,0,184
5718,2,,2014-05-19T12:24:26.753,1,2549
5719,2,,2014-05-19T12:36:53.310,0,2549
5720,2,,2014-05-19T13:48:03.677,2,6139
5721,1,2,2014-05-19T16:43:18.750,1,1725
5722,2,,2014-05-19T16:48:26.240,2,1728
5723,1,2,2014-05-19T18:06:09.913,0,11
5724,2,,2014-05-20T04:20:27.323,0,66
5725,1,2,2014-05-20T04:26:21.520,0,1725
5726,2,,2014-05-20T04:36:14.333,1,66
5727,2,,2014-05-20T05:02:27.080,0,2549
5728,2,,2014-05-20T08:36:19.663,0,1052
5729,2,,2014-05-20T09:58:28.610,1,11
5730,1,2,2014-05-20T20:22:30.327,2,2992
5731,2,,2014-05-20T20:46:48.403,5,1728
5732,2,,2014-05-20T22:56:41.940,1,2549
5733,1,1,2014-05-20T23:20:27.360,2,217
5734,2,,2014-05-21T02:19:34.707,2,2549
5735,2,,2014-05-21T09:13:39.900,4,81
5736,1,2,2014-05-21T14:24:42.053,2,113
5737,2,,2014-05-21T15:51:11.080,8,2744
5738,2,,2014-05-21T18:19:26.817,1,2370
5739,1,1,2014-05-22T00:16:12.907,1,143
5740,2,,2014-05-22T08:22:56.183,1,184
5741,1,1,2014-05-22T15:17:19.223,2,1204
5742,2,,2014-05-22T15:39:14.997,6,2832
5743,1,2,2014-05-22T15:49:06.740,0,1725
5744,2,,2014-05-22T19:20:41.043,2,144
5745,1,6,2014-05-22T20:29:16.557,2,146
5746,2,,2014-05-22T21:24:36.860,0,11
5747,2,,2014-05-23T05:41:43.367,-1,1
5748,1,3,2014-05-23T06:59:27.760,2,113
5749,2,,2014-05-23T07:05:07.083,1,113
5750,1,2,2014-05-23T07:25:36.540,1,113
5751,2,,2014-05-23T08:01:51.123,1,59
5752,2,,2014-05-23T08:05:58.987,4,59
5753,2,,2014-05-23T08:08:43.947,7,326
5754,2,,2014-05-23T11:47:26.273,2,1052
5755,2,,2014-05-23T11:50:37.580,1,1052
5756,2,,2014-05-23T11:54:51.807,2,1052
5758,1,3,2014-05-25T03:14:26.130,1,142
5760,2,,2014-05-25T13:24:13.123,2,701
5761,1,3,2014-05-26T00:28:28.973,0,3
5762,1,1,2014-05-26T08:36:52.623,0,113
5763,2,,2014-05-26T08:47:09.783,7,113
5764,2,,2014-05-26T09:17:14.670,1,566
5765,1,2,2014-05-26T13:41:02.697,0,3
5766,2,,2014-05-26T15:00:48.947,2,462
5767,2,,2014-05-26T15:56:50.187,4,184
5768,2,,2014-05-26T18:07:19.920,1,2549
5769,1,2,2014-05-26T23:45:03.147,2,165
5770,1,3,2014-05-27T00:03:45.200,1,6
5771,2,,2014-05-27T00:32:01.510,8,1728
5772,1,3,2014-05-27T06:57:07.130,1,6
5773,2,,2014-05-27T08:13:06.120,0,31
5774,2,,2014-05-27T08:15:08.577,0,31
5775,2,,2014-05-27T08:38:28.037,5,2832
5776,2,,2014-05-27T09:10:44.893,3,2832
5777,2,,2014-05-27T11:58:03.677,1,11
5778,2,,2014-05-27T12:16:37.080,-2,11
5779,2,,2014-05-27T12:20:47.757,0,11
5780,1,2,2014-05-27T14:27:30.450,0,125
5781,1,1,2014-05-27T17:58:55.033,0,1725
5782,2,,2014-05-27T21:18:00.567,0,21
5783,2,,2014-05-27T21:32:29.970,0,21
5784,2,,2014-05-27T21:36:46.260,0,21
5785,2,,2014-05-27T21:45:21.650,0,21
5786,2,,2014-05-27T21:52:44.567,0,21
5787,2,,2014-05-27T21:59:08.893,1,21
5788,1,1,2014-05-27T23:23:04.017,2,128
5789,2,,2014-05-27T23:45:31.350,3,56
5790,2,,2014-05-28T00:23:30.477,0,71
5791,2,,2014-05-28T00:47:58.073,2,71
5792,1,7,2014-05-28T05:04:20.850,2,1725
5793,2,,2014-05-28T05:28:25.423,2,2511
5794,1,3,2014-05-28T06:14:56.477,1,1725
5795,2,,2014-05-28T06:29:15.770,2,4494
5796,1,6,2014-05-28T06:29:47.300,1,1725
5797,2,,2014-05-28T09:01:25.867,2,257
5798,1,2,2014-05-28T09:23:02.123,1,125
5799,2,,2014-05-28T10:18:33.163,0,1728
5800,2,,2014-05-28T11:54:56.720,2,141
5801,1,1,2014-05-28T12:07:43.170,1,76
5802,2,,2014-05-28T12:15:57.930,2,5124
5803,1,1,2014-05-28T12:43:39.613,0,1725
5804,1,2,2014-05-28T13:06:49.897,1,8
5805,2,,2014-05-28T13:11:05.470,1,26
5806,1,2,2014-05-28T13:55:22.773,0,103
5807,2,,2014-05-28T13:56:54.823,1,11
5808,2,,2014-05-28T14:33:31.203,0,11
5809,2,,2014-05-28T14:40:02.910,2,76
5810,2,,2014-05-28T14:54:29.117,1,81
5811,2,,2014-05-28T14:57:16.680,2,76
5812,2,,2014-05-28T15:10:35.893,2,566
5813,2,,2014-05-28T15:12:56.733,2,76
5814,2,,2014-05-28T16:18:49.467,1,556
5815,1,4,2014-05-28T17:18:34.390,4,1725
5816,1,3,2014-05-28T17:23:24.423,1,1725
5817,2,,2014-05-28T17:39:54.993,4,556
5818,2,,2014-05-28T17:46:43.337,1,11
5819,1,2,2014-05-28T17:47:21.650,1,1725
5820,1,1,2014-05-28T18:02:41.353,0,1725
5821,2,,2014-05-28T18:54:47.260,1,556
5822,2,,2014-05-28T18:58:56.613,1,556
5823,2,,2014-05-28T19:49:48.403,0,1
5824,2,,2014-05-28T20:14:12.943,2,1517
5825,2,,2014-05-28T20:23:26.883,4,1517
5826,2,,2014-05-28T20:34:45.510,5,556
5827,1,1,2014-05-29T01:39:58.003,5,128
5829,1,4,2014-05-29T06:51:05.300,0,1725
5830,1,3,2014-05-29T06:55:57.903,0,1725
5831,2,,2014-05-29T07:35:01.167,5,636
5832,2,,2014-05-29T07:36:30.350,2,566
5833,2,,2014-05-29T08:52:37.540,3,2992
5834,2,,2014-05-29T09:01:02.157,10,1728
5835,1,3,2014-05-29T12:20:01.833,2,1725
5836,2,,2014-05-29T12:35:23.613,5,1517
5837,1,1,2014-05-29T13:05:35.120,0,1725
5838,1,5,2014-05-29T13:16:30.310,0,1725
5839,2,,2014-05-29T13:25:46.127,5,556
5840,2,,2014-05-29T13:33:49.850,7,556
5843,2,,2014-05-29T14:33:48.843,1,11
5844,2,,2014-05-29T18:05:06.983,2,524
5845,2,,2014-05-29T19:08:17.117,2,2549
5848,2,,2014-05-29T20:32:04.893,1,2549
5849,2,,2014-05-29T20:59:13.710,0,524
5850,2,,2014-05-29T20:59:27.217,1,2549
5851,2,,2014-05-29T21:02:13.983,2,524
5853,2,,2014-05-30T04:01:02.627,1,31
5855,2,,2014-05-31T01:48:03.460,1,524
5856,1,5,2014-05-31T14:05:48.650,1,1204
5857,2,,2014-05-31T15:01:08.580,3,138
5858,2,,2014-05-31T15:14:33.667,1,138
5859,2,,2014-05-31T15:49:46.360,2,184
6859,2,,2014-05-31T21:45:57.473,6,1517
6860,2,,2014-06-01T00:51:30.533,1,585
6861,1,2,2014-06-01T19:50:40.227,2,11
6862,2,,2014-06-01T20:08:49.957,7,1725
6863,2,,2014-06-01T21:09:06.627,2,5319
6864,2,,2014-06-02T13:31:13.803,1,31
6865,1,3,2014-06-02T23:07:56.337,0,209
6866,2,,2014-06-03T01:12:10.243,1,197
6867,2,,2014-06-03T01:33:39.060,1,2549
6868,2,,2014-06-03T01:42:16.203,1,197
6869,1,2,2014-06-03T02:06:37.337,1,2549
6870,1,4,2014-06-03T05:01:39.650,1,209
6871,2,,2014-06-03T05:59:45.637,1,184
6872,2,,2014-06-03T08:22:11.290,0,1517
6873,2,,2014-06-03T08:22:26.993,3,2656
6874,2,,2014-06-03T16:23:29.507,3,326
6875,2,,2014-06-03T18:21:39.817,3,371
6876,2,,2014-06-03T20:11:42.723,1,31
6877,1,2,2014-06-03T20:36:14.227,0,3
6878,2,,2014-06-03T22:25:22.477,1,56
6879,2,,2014-06-03T22:31:31.443,0,140
6880,2,,2014-06-04T07:10:40.237,0,1
6881,2,,2014-06-04T09:15:23.247,2,566
6882,2,,2014-06-04T10:37:36.447,2,577
6883,1,5,2014-06-04T15:12:24.553,0,1204
6884,2,,2014-06-04T16:52:59.697,4,2549
6885,2,,2014-06-04T17:21:06.687,2,29
6886,2,,2014-06-04T18:50:17.833,0,141
6887,2,,2014-06-04T20:15:27.527,2,2992
6888,2,,2014-06-04T21:42:04.797,1,524
6889,1,3,2014-06-05T02:25:10.493,6,142
6890,2,,2014-06-05T03:16:49.833,-1,2549
6891,2,,2014-06-05T07:45:32.040,8,636
6892,2,,2014-06-05T14:00:08.717,1,31
6893,2,,2014-06-05T14:50:00.687,1,261
6894,2,,2014-06-05T14:51:30.047,0,1
6895,2,,2014-06-05T15:49:10.593,4,138
6897,2,,2014-06-05T16:30:27.533,0,1517
6898,2,,2014-06-05T17:14:42.823,1,138
6899,1,2,2014-06-05T17:42:06.140,1,320
6900,2,,2014-06-05T18:03:19.930,0,115
6901,2,,2014-06-05T19:53:53.953,1,138
6902,2,,2014-06-06T09:22:13.797,3,1052
6904,1,7,2014-06-07T07:29:25.120,3,924
6905,2,,2014-06-07T18:37:08.207,0,2744
6906,2,,2014-06-08T03:58:30.487,1,2199
6907,2,,2014-06-09T15:43:34.510,0,9
6908,1,2,2014-06-09T17:12:45.403,1,273
6909,2,,2014-06-09T18:18:34.207,1,2656
6910,2,,2014-06-09T18:45:14.623,1,5319
6912,1,2,2014-06-10T05:46:40.893,1,1725
6913,2,,2014-06-10T06:55:50.137,4,2511
6914,2,,2014-06-10T11:03:33.357,3,462
6915,2,,2014-06-10T14:39:02.390,3,1545
6916,2,,2014-06-10T15:32:37.080,-3,9
6917,2,,2014-06-10T15:39:36.640,-1,9
6918,2,,2014-06-10T15:54:49.530,6,3667
6919,1,2,2014-06-10T16:38:32.803,0,1204
6920,2,,2014-06-10T17:11:00.787,5,180
6921,2,,2014-06-10T17:14:30.300,1,2744
6922,1,3,2014-06-10T19:52:58.710,2,2199
6923,2,,2014-06-10T20:06:06.517,3,524
6924,1,4,2014-06-10T20:47:23.863,0,1725
6925,2,,2014-06-10T22:35:19.437,4,371
6926,2,,2014-06-11T00:21:04.483,1,2328
6927,1,6,2014-06-11T06:16:45.787,1,1725
6928,1,4,2014-06-11T10:29:11.633,0,1
6929,2,,2014-06-11T15:03:30.093,0,524
6930,1,2,2014-06-11T15:27:20.533,-3,1204
6931,2,,2014-06-11T16:12:20.110,11,1728
6932,2,,2014-06-11T16:44:48.487,3,556
6933,2,,2014-06-11T16:53:20.690,2,556
6934,2,,2014-06-11T21:03:25.997,4,524
6935,2,,2014-06-11T21:37:19.000,1,2328
6936,2,,2014-06-11T21:41:46.397,1,26
6937,2,,2014-06-11T21:42:39.657,2,2328
6938,2,,2014-06-12T00:11:56.583,1,1545
6939,1,4,2014-06-12T02:03:18.237,1,1725
6940,2,,2014-06-12T07:19:05.157,5,636
6941,2,,2014-06-12T08:05:32.053,2,514
6942,2,,2014-06-12T10:07:04.590,1,11
6943,2,,2014-06-12T15:47:14.417,0,2549
6945,2,,2014-06-13T05:46:48.573,0,2328
6946,2,,2014-06-13T06:14:16.687,0,2328
6947,2,,2014-06-13T10:56:16.590,1,3667
6948,1,5,2014-06-13T11:05:05.670,1,1725
6949,2,,2014-06-13T11:46:34.460,5,1517
6950,2,,2014-06-13T11:52:09.673,2,326
6951,2,,2014-06-13T12:25:27.750,3,524
6953,1,4,2014-06-13T15:14:48.003,3,221
6954,1,1,2014-06-13T16:00:27.113,1,108
6955,2,,2014-06-13T16:29:49.950,2,31
6956,2,,2014-06-13T16:31:55.410,1,514
6957,2,,2014-06-13T17:09:44.667,2,1728
6958,2,,2014-06-13T18:17:36.823,2,556
6959,2,,2014-06-13T18:55:48.280,1,2328
6960,2,,2014-06-13T19:10:55.227,0,2328
6961,2,,2014-06-13T19:55:56.343,1,2328
6962,2,,2014-06-13T20:42:37.043,0,2328
6963,2,,2014-06-13T20:57:15.907,1,2328
6964,2,,2014-06-13T21:06:11.413,1,2328
6965,1,2,2014-06-13T21:20:37.917,1,50
6966,2,,2014-06-13T21:20:46.743,1,2328
6967,1,3,2014-06-13T22:04:11.337,-7,1204
6968,2,,2014-06-14T01:17:02.857,4,524
6969,2,,2014-06-14T01:20:05.717,2,524
6970,1,1,2014-06-14T03:55:12.487,1,1725
6971,1,1,2014-06-14T06:10:36.397,0,216
6972,2,,2014-06-14T08:49:01.203,15,1517
6973,2,,2014-06-14T14:50:24.853,2,180
6974,2,,2014-06-14T15:30:41.320,3,180
6975,2,,2014-06-14T17:22:15.890,1,2744
6976,1,2,2014-06-14T20:34:34.917,1,33
6977,2,,2014-06-15T08:53:03.747,1,332
6978,2,,2014-06-15T09:24:23.247,0,332
6980,2,,2014-06-15T19:28:29.677,0,33
6981,2,,2014-06-15T20:11:50.583,1,514
6982,2,,2014-06-15T22:53:06.103,1,33
6983,2,,2014-06-16T11:56:33.467,1,2549
6984,1,1,2014-06-16T13:25:47.107,1,125
6985,2,,2014-06-16T21:40:41.517,0,33
6986,1,3,2014-06-17T09:02:35.090,2,1725
6987,2,,2014-06-17T10:10:24.020,4,141
6988,1,2,2014-06-17T11:56:52.547,3,1725
6989,2,,2014-06-17T12:02:03.323,2,2549
6990,2,,2014-06-17T12:07:45.260,2,2549
6991,2,,2014-06-17T12:14:08.583,7,4256
6992,2,,2014-06-17T12:42:18.507,3,524
6993,1,3,2014-06-17T13:43:40.310,2,1725
6994,1,1,2014-06-17T13:54:35.400,1,1725
6995,2,,2014-06-17T14:21:18.477,4,156
6996,2,,2014-06-17T15:11:02.270,4,524
6997,1,2,2014-06-17T15:50:41.100,3,30
6998,2,,2014-06-17T16:37:15.637,0,101
6999,2,,2014-06-17T16:43:42.633,5,1517
7000,2,,2014-06-17T21:58:38.940,0,1
7001,2,,2014-06-18T06:06:16.637,3,31
7002,2,,2014-06-18T11:14:04.763,2,31
7003,1,3,2014-06-18T11:17:08.533,2,31
7004,2,,2014-06-18T12:37:42.620,1,2832
7005,2,,2014-06-18T15:23:38.403,0,698
7006,2,,2014-06-19T05:19:59.257,4,41
7007,1,3,2014-06-19T10:24:02.030,2,1725
7008,2,,2014-06-19T11:40:29.790,6,1052
7009,2,,2014-06-19T11:52:01.597,0,1052
7013,2,,2014-06-19T20:55:32.580,3,2328
7014,1,4,2014-06-19T21:07:58.383,2,2992
7015,2,,2014-06-19T21:31:36.933,1,153
7016,2,,2014-06-20T14:10:22.570,3,524
7017,1,2,2014-06-20T22:40:04.113,1,180
7018,2,,2014-06-21T05:15:57.733,3,10925
7019,2,,2014-06-21T05:24:32.420,0,10925
7020,2,,2014-06-21T05:47:55.490,0,10925
7021,2,,2014-06-21T12:24:27.413,1,10925
7022,1,2,2014-06-21T17:00:31.087,1,1725
7023,2,,2014-06-21T19:00:33.297,3,2328
7024,2,,2014-06-21T19:38:35.253,6,1557
7025,2,,2014-06-22T00:52:19.667,0,1545
7026,2,,2014-06-22T02:27:34.187,0,1307
7027,2,,2014-06-22T17:40:58.187,2,10925
7028,2,,2014-06-22T19:19:19.047,0,10925
7029,2,,2014-06-22T19:51:14.777,1,10925
7030,2,,2014-06-22T20:07:25.153,6,10925
7031,2,,2014-06-22T20:24:39.443,1,10925
7032,2,,2014-06-22T21:13:05.837,2,10925
7033,1,1,2014-06-23T00:21:36.033,0,1
7034,2,,2014-06-23T01:02:40.207,1,10925
7035,2,,2014-06-23T05:59:44.433,1,10925
7036,2,,2014-06-23T06:29:59.387,0,10925
7037,1,4,2014-06-23T06:47:02.800,0,1
7038,2,,2014-06-23T06:50:04.630,2,10925
7039,2,,2014-06-23T07:05:32.293,1,10925
7040,2,,2014-06-23T07:17:06.340,6,10925
7041,2,,2014-06-23T12:13:02.627,7,3667
7042,1,1,2014-06-23T16:20:32.517,1,215
7043,1,6,2014-06-23T22:44:42.627,1,1204
7044,2,,2014-06-23T22:51:59.923,7,2328
7045,2,,2014-06-23T23:17:12.050,1,2328
7046,2,,2014-06-23T23:48:41.847,2,10925
7047,2,,2014-06-24T00:20:11.537,5,115
7048,2,,2014-06-24T00:41:12.510,4,2328
7049,2,,2014-06-24T02:19:09.893,0,10925
7050,2,,2014-06-24T05:08:56.463,1,2328
7051,2,,2014-06-24T05:34:03.887,0,2328
