CreationVote,CreationPost,VoteType,PostId
2011-11-16T00:00:00.000,2011-11-15T21:45:05.360,2,61
2011-11-19T00:00:00.000,2011-11-15T21:45:05.360,2,61
2012-01-16T00:00:00.000,2011-11-15T21:45:05.360,2,61
2012-02-13T00:00:00.000,2011-11-15T21:45:05.360,2,61
2012-04-25T00:00:00.000,2011-11-15T21:45:05.360,2,61
2012-06-03T00:00:00.000,2011-11-15T21:45:05.360,2,61
2013-02-07T00:00:00.000,2011-11-15T21:45:05.360,2,61
2013-10-25T00:00:00.000,2011-11-15T21:45:05.360,2,61
2014-02-23T00:00:00.000,2011-11-15T21:45:05.360,2,61
2014-03-16T00:00:00.000,2011-11-15T21:45:05.360,2,61
2015-09-24T00:00:00.000,2011-11-15T21:45:05.360,2,61
2011-11-15T00:00:00.000,2011-11-15T21:46:17.603,2,63
2011-11-15T00:00:00.000,2011-11-15T21:46:17.603,2,63
2011-11-15T00:00:00.000,2011-11-15T21:46:17.603,2,63
2011-11-15T00:00:00.000,2011-11-15T21:46:17.603,2,63
2011-11-15T00:00:00.000,2011-11-15T21:46:17.603,2,63
2011-11-16T00:00:00.000,2011-11-15T21:46:17.603,2,63
2011-11-16T00:00:00.000,2011-11-15T21:46:17.603,2,63
2011-11-17T00:00:00.000,2011-11-15T21:46:17.603,2,63
2011-11-23T00:00:00.000,2011-11-15T21:46:17.603,2,63
2011-12-05T00:00:00.000,2011-11-15T21:46:17.603,2,63
2012-01-02T00:00:00.000,2011-11-15T21:46:17.603,2,63
2012-01-04T00:00:00.000,2011-11-15T21:46:17.603,2,63
2012-03-01T00:00:00.000,2011-11-15T21:46:17.603,2,63
2012-03-22T00:00:00.000,2011-11-15T21:46:17.603,2,63
2012-09-13T00:00:00.000,2011-11-15T21:46:17.603,2,63
2014-05-08T00:00:00.000,2011-11-15T21:46:17.603,3,63
2011-11-15T00:00:00.000,2011-11-15T21:48:06.393,2,64
2011-11-15T00:00:00.000,2011-11-15T21:48:06.393,2,64
2011-11-17T00:00:00.000,2011-11-15T21:48:06.393,2,64
2011-11-20T00:00:00.000,2011-11-15T21:48:06.393,2,64
2011-11-20T00:00:00.000,2011-11-15T21:48:06.393,2,64
2011-12-14T00:00:00.000,2011-11-15T21:48:06.393,2,64
2012-01-16T00:00:00.000,2011-11-15T21:48:06.393,2,64
2015-07-11T00:00:00.000,2011-11-15T21:48:06.393,2,64
2015-09-04T00:00:00.000,2011-11-15T21:48:06.393,2,64
2011-11-15T00:00:00.000,2011-11-15T21:55:52.547,2,74
2011-11-15T00:00:00.000,2011-11-15T21:55:52.547,2,74
2011-11-15T00:00:00.000,2011-11-15T21:55:52.547,2,74
2011-11-15T00:00:00.000,2011-11-15T21:55:52.547,2,74
2011-11-16T00:00:00.000,2011-11-15T21:55:52.547,2,74
2011-11-16T00:00:00.000,2011-11-15T21:55:52.547,2,74
2011-11-21T00:00:00.000,2011-11-15T21:55:52.547,2,74
2011-12-17T00:00:00.000,2011-11-15T21:55:52.547,2,74
2012-01-03T00:00:00.000,2011-11-15T21:55:52.547,2,74
2012-07-20T00:00:00.000,2011-11-15T21:55:52.547,2,74
2013-01-25T00:00:00.000,2011-11-15T21:55:52.547,2,74
2011-11-16T00:00:00.000,2011-11-15T22:28:47.707,2,82
2011-11-16T00:00:00.000,2011-11-15T22:28:47.707,3,82
2011-11-17T00:00:00.000,2011-11-15T22:28:47.707,2,82
2011-11-19T00:00:00.000,2011-11-15T22:28:47.707,2,82
2011-11-19T00:00:00.000,2011-11-15T22:28:47.707,2,82
2011-11-19T00:00:00.000,2011-11-15T22:28:47.707,3,82
2015-02-07T00:00:00.000,2011-11-15T22:28:47.707,2,82
2015-09-30T00:00:00.000,2011-11-15T22:28:47.707,2,82
2011-11-15T00:00:00.000,2011-11-15T22:29:20.827,2,83
2011-11-15T00:00:00.000,2011-11-15T22:29:20.827,2,83
2011-11-15T00:00:00.000,2011-11-15T22:29:20.827,2,83
2011-11-16T00:00:00.000,2011-11-15T22:29:20.827,2,83
2011-11-16T00:00:00.000,2011-11-15T22:29:20.827,2,83
2011-11-16T00:00:00.000,2011-11-15T22:29:20.827,2,83
2011-12-14T00:00:00.000,2011-11-15T22:29:20.827,2,83
2012-01-03T00:00:00.000,2011-11-15T22:29:20.827,2,83
2012-04-30T00:00:00.000,2011-11-15T22:29:20.827,2,83
2015-06-21T00:00:00.000,2011-11-15T22:29:20.827,2,83
2011-11-15T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-15T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-15T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-15T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-15T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-15T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-15T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-15T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-15T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-16T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-16T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-16T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-16T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-16T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-16T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-17T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-17T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-18T00:00:00.000,2011-11-15T22:30:18.397,3,84
2011-11-19T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-19T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-19T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-20T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-20T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-21T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-21T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-22T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-23T00:00:00.000,2011-11-15T22:30:18.397,2,84
2011-11-25T00:00:00.000,2011-11-15T22:30:18.397,2,84
2012-01-03T00:00:00.000,2011-11-15T22:30:18.397,2,84
2012-01-13T00:00:00.000,2011-11-15T22:30:18.397,2,84
2012-02-11T00:00:00.000,2011-11-15T22:30:18.397,2,84
2012-04-23T00:00:00.000,2011-11-15T22:30:18.397,2,84
