,QuestionId,Age_vot,AnsRank,Votes,ReScore,Norm_Pos,Norm_Pos_2,Norm_DRank
0,4067.0,0,1,1.0,0.0,1.0,1.0,0.0
1,4067.0,0,1,1.0,0.0,1.0,1.0,0.0
2,4067.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4067.0,1,1,1.0,0.0,1.0,1.0,0.0
1,4067.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4067.0,2,1,1.0,0.75,1.0,1.0,0.0
0,4067.0,4,1,1.0,0.833333333333,1.0,1.0,0.0
0,4067.0,5,1,1.0,0.857142857143,1.0,1.0,0.0
0,4067.0,7,1,1.0,0.875,1.0,1.0,0.0
0,4071.0,0,1,1.0,0.0,1.0,1.0,0.0
1,4071.0,0,1,1.0,0.0,1.0,1.0,0.0
2,4071.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4071.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4075.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4075.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4075.0,1,1,0.0,0.0,0.5,0.25,0.0
2,4075.0,1,1,1.0,0.0,0.5,0.25,0.0
3,4075.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4075.0,2,1,0.0,0.0,0.5,0.25,-0.5
1,4075.0,2,1,1.0,0.0,0.5,0.25,-0.5
0,4075.0,3,1,1.0,0.666666666667,0.5,0.25,0.0
0,4075.0,4,1,1.0,0.75,0.5,0.25,0.0
0,4075.0,720,1,0.0,0.5,0.333333333333,0.111111111111,-0.333333333333
0,4075.0,721,1,1.0,0.8,0.333333333333,0.111111111111,0.0
0,4078.0,1,1,0.0,0.0,0.333333333333,0.111111111111,0.0
1,4078.0,1,1,0.0,0.0,0.333333333333,0.111111111111,0.0
2,4078.0,1,1,0.0,0.0,0.333333333333,0.111111111111,0.0
3,4078.0,1,1,0.0,0.0,0.333333333333,0.111111111111,0.0
4,4078.0,1,1,0.0,0.0,0.333333333333,0.111111111111,0.0
5,4078.0,1,1,1.0,0.0,0.333333333333,0.111111111111,0.0
6,4078.0,1,1,1.0,0.0,0.333333333333,0.111111111111,0.0
7,4078.0,1,1,1.0,0.0,0.333333333333,0.111111111111,0.0
8,4078.0,1,1,1.0,0.0,0.333333333333,0.111111111111,0.0
0,4078.0,2,1,0.0,0.0,0.333333333333,0.111111111111,0.0
1,4078.0,2,1,1.0,0.0,0.333333333333,0.111111111111,0.0
2,4078.0,2,1,1.0,0.0,0.333333333333,0.111111111111,0.0
0,4078.0,109,1,0.0,0.0,0.333333333333,0.111111111111,-0.333333333333
0,4079.0,1,1,1.0,0.0,1.0,1.0,0.0
1,4079.0,1,1,1.0,0.0,1.0,1.0,0.0
2,4079.0,1,1,1.0,0.0,1.0,1.0,0.0
3,4079.0,1,1,1.0,0.0,1.0,1.0,0.0
4,4079.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4079.0,2,1,1.0,0.0,1.0,1.0,0.0
0,4079.0,4,1,1.0,0.833333333333,1.0,1.0,0.0
0,4087.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4087.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4087.0,2,1,0.0,0.5,0.5,0.25,0.0
1,4087.0,2,1,0.0,0.5,0.5,0.25,0.0
2,4087.0,2,1,1.0,0.5,0.5,0.25,0.0
0,4087.0,3,1,0.0,0.0,0.5,0.25,-0.5
1,4087.0,3,1,0.0,0.0,0.5,0.25,-0.5
2,4087.0,3,1,1.0,0.0,0.5,0.25,-0.5
0,4087.0,4,1,0.0,0.75,0.5,0.25,0.0
1,4087.0,4,1,1.0,0.75,0.5,0.25,0.0
0,4090.0,0,1,1.0,0.0,1.0,1.0,0.0
1,4090.0,0,1,1.0,0.0,1.0,1.0,0.0
2,4090.0,0,1,1.0,0.0,1.0,1.0,0.0
3,4090.0,0,1,1.0,0.0,1.0,1.0,0.0
4,4090.0,0,1,1.0,0.0,1.0,1.0,0.0
5,4090.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4090.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4090.0,1,1,0.0,0.0,0.5,0.25,0.0
2,4090.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4092.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4092.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4092.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4092.0,2,1,1.0,0.0,0.5,0.25,0.0
0,4097.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4100.0,1,1,1.0,0.0,1.0,1.0,0.0
1,4100.0,1,1,1.0,0.0,1.0,1.0,0.0
2,4100.0,1,1,1.0,0.0,1.0,1.0,0.0
3,4100.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4100.0,2,1,1.0,0.0,1.0,1.0,0.0
0,4100.0,3,1,1.0,0.8,1.0,1.0,0.0
0,4101.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4101.0,1,1,1.0,0.0,0.5,0.25,0.0
2,4101.0,1,1,1.0,0.0,0.5,0.25,0.0
3,4101.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4101.0,2,1,0.0,0.0,0.5,0.25,0.0
1,4101.0,2,1,1.0,0.0,0.5,0.25,0.0
2,4101.0,2,1,1.0,0.0,0.5,0.25,0.0
0,4101.0,3,1,0.0,0.75,0.5,0.25,0.0
1,4101.0,3,1,1.0,0.75,0.5,0.25,0.0
0,4102.0,0,1,0.0,0.0,0.5,0.25,0.0
1,4102.0,0,1,0.0,0.0,0.5,0.25,0.0
2,4102.0,0,1,0.0,0.0,0.5,0.25,0.0
3,4102.0,0,1,1.0,0.0,0.5,0.25,0.0
4,4102.0,0,1,1.0,0.0,0.5,0.25,0.0
5,4102.0,0,1,1.0,0.0,0.5,0.25,0.0
6,4102.0,0,1,1.0,0.0,0.5,0.25,0.0
0,4109.0,0,1,1.0,0.0,1.0,1.0,0.0
1,4109.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4109.0,1,1,0.0,0.0,0.333333333333,0.111111111111,0.0
1,4109.0,1,1,0.0,0.0,0.333333333333,0.111111111111,0.0
2,4109.0,1,1,1.0,0.0,0.333333333333,0.111111111111,0.0
3,4109.0,1,1,1.0,0.0,0.333333333333,0.111111111111,0.0
0,4109.0,2,1,0.0,0.666666666667,0.25,0.0625,0.0
1,4109.0,2,1,0.0,0.666666666667,0.25,0.0625,0.0
2,4109.0,2,1,0.0,0.666666666667,0.25,0.0625,0.0
3,4109.0,2,1,1.0,0.666666666667,0.25,0.0625,0.0
4,4109.0,2,1,1.0,0.666666666667,0.25,0.0625,0.0
0,4109.0,3,1,0.0,0.8,0.2,0.04,0.0
1,4109.0,3,1,0.0,0.8,0.2,0.04,0.0
2,4109.0,3,1,1.0,0.8,0.2,0.04,0.0
0,4109.0,4,1,0.0,0.857142857143,0.2,0.04,0.0
1,4109.0,4,1,0.0,0.857142857143,0.2,0.04,0.0
2,4109.0,4,1,1.0,0.857142857143,0.2,0.04,0.0
0,4112.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4112.0,2,1,1.0,0.0,1.0,1.0,0.0
0,4112.0,3,1,1.0,0.5,1.0,1.0,0.0
0,4112.0,18,1,0.0,0.5,0.5,0.25,0.0
0,4113.0,0,1,1.0,0.0,1.0,1.0,0.0
1,4113.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4113.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4113.0,31,1,0.0,0.0,0.5,0.25,0.0
0,4113.0,87,1,0.0,0.0,0.333333333333,0.111111111111,0.0
0,4113.0,88,1,0.0,0.666666666667,0.333333333333,0.111111111111,0.0
1,4113.0,88,1,1.0,0.666666666667,0.333333333333,0.111111111111,0.0
0,4113.0,90,1,0.0,0.75,0.333333333333,0.111111111111,0.0
1,4113.0,90,1,1.0,0.75,0.333333333333,0.111111111111,0.0
0,4113.0,359,1,0.0,0.75,0.25,0.0625,0.0
1,4113.0,359,1,0.0,0.75,0.25,0.0625,0.0
0,4113.0,360,1,0.0,0.75,0.25,0.0625,0.0
1,4113.0,360,1,0.0,0.75,0.25,0.0625,0.0
0,4118.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4123.0,29,1,1.0,0.0,1.0,1.0,0.0
0,4123.0,30,1,1.0,0.0,1.0,1.0,0.0
0,4123.0,31,1,1.0,0.5,1.0,1.0,0.0
0,4123.0,346,1,0.0,0.5,0.5,0.25,0.0
0,4123.0,347,1,1.0,0.0,0.5,0.25,-0.5
0,4123.0,348,1,1.0,0.5,0.5,0.25,0.0
0,4124.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4124.0,1,1,1.0,0.0,1.0,1.0,0.0
1,4124.0,1,1,1.0,0.0,1.0,1.0,0.0
2,4124.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4124.0,2,1,1.0,0.5,1.0,1.0,0.0
0,4124.0,3,1,1.0,0.8,1.0,1.0,0.0
0,4128.0,0,1,1.0,0.0,1.0,1.0,0.0
1,4128.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4128.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4128.0,1,1,1.0,0.0,0.5,0.25,0.0
2,4128.0,1,1,1.0,0.0,0.5,0.25,0.0
3,4128.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4128.0,2,1,0.0,0.0,0.333333333333,0.111111111111,0.0
1,4128.0,2,1,0.0,0.0,0.333333333333,0.111111111111,0.0
2,4128.0,2,1,1.0,0.0,0.333333333333,0.111111111111,0.0
0,4128.0,3,1,0.0,0.75,0.333333333333,0.111111111111,0.0
1,4128.0,3,1,1.0,0.75,0.333333333333,0.111111111111,0.0
0,4128.0,5,1,0.0,0.75,0.333333333333,0.111111111111,0.0
0,4128.0,8,1,1.0,0.8,0.333333333333,0.111111111111,0.0
0,4128.0,16,1,0.0,0.8,0.333333333333,0.111111111111,0.0
0,4128.0,171,1,0.0,0.8,0.333333333333,0.111111111111,0.0
1,4128.0,171,1,0.0,0.8,0.333333333333,0.111111111111,0.0
2,4128.0,171,1,0.0,0.8,0.333333333333,0.111111111111,0.0
0,4128.0,172,1,0.0,0.8,0.333333333333,0.111111111111,-0.333333333333
1,4128.0,172,1,0.0,0.8,0.333333333333,0.111111111111,-0.333333333333
0,4128.0,416,1,0.0,0.833333333333,0.25,0.0625,0.0
1,4128.0,416,1,0.0,0.833333333333,0.25,0.0625,0.0
0,4128.0,417,1,0.0,0.8,0.25,0.0625,-0.25
1,4128.0,417,1,0.0,0.8,0.25,0.0625,-0.25
2,4128.0,417,1,0.0,0.8,0.25,0.0625,-0.25
0,4128.0,419,1,0.0,0.8,0.25,0.0625,-0.25
0,4128.0,424,1,0.0,0.9,0.2,0.04,0.0
0,4130.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4130.0,1,1,0.0,0.0,0.5,0.25,0.0
2,4130.0,1,1,0.0,0.0,0.5,0.25,0.0
3,4130.0,1,1,0.0,0.0,0.5,0.25,0.0
4,4130.0,1,1,0.0,0.0,0.5,0.25,0.0
5,4130.0,1,1,0.0,0.0,0.5,0.25,0.0
6,4130.0,1,1,0.0,0.0,0.5,0.25,0.0
7,4130.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4130.0,2,1,1.0,0.0,0.5,0.25,0.0
0,4139.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4139.0,1,1,0.0,0.0,0.5,0.25,0.0
2,4139.0,1,1,0.0,0.0,0.5,0.25,0.0
3,4139.0,1,1,0.0,0.0,0.5,0.25,0.0
4,4139.0,1,1,0.0,0.0,0.5,0.25,0.0
5,4139.0,1,1,1.0,0.0,0.5,0.25,0.0
6,4139.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4139.0,2,1,0.0,0.0,0.5,0.25,0.0
1,4139.0,2,1,1.0,0.0,0.5,0.25,0.0
0,4139.0,4,1,0.0,0.0,0.333333333333,0.111111111111,0.0
1,4139.0,4,1,0.0,0.0,0.333333333333,0.111111111111,0.0
0,4139.0,5,1,0.0,0.0,0.25,0.0625,-0.25
1,4139.0,5,1,0.0,0.0,0.25,0.0625,-0.25
2,4139.0,5,1,0.0,0.0,0.25,0.0625,-0.25
3,4139.0,5,1,0.0,0.0,0.25,0.0625,-0.25
4,4139.0,5,1,0.0,0.0,0.25,0.0625,-0.25
0,4139.0,6,1,0.0,0.857142857143,0.25,0.0625,0.0
1,4139.0,6,1,1.0,0.857142857143,0.25,0.0625,0.0
0,4139.0,7,1,0.0,0.0,0.25,0.0625,-0.5
1,4139.0,7,1,0.0,0.0,0.25,0.0625,-0.5
0,4139.0,8,1,0.0,0.0,0.166666666667,0.0277777777778,-0.333333333333
1,4139.0,8,1,0.0,0.0,0.166666666667,0.0277777777778,-0.333333333333
2,4139.0,8,1,0.0,0.0,0.166666666667,0.0277777777778,-0.333333333333
3,4139.0,8,1,0.0,0.0,0.166666666667,0.0277777777778,-0.333333333333
4,4139.0,8,1,0.0,0.0,0.166666666667,0.0277777777778,-0.333333333333
0,4139.0,9,1,0.0,0.0,0.166666666667,0.0277777777778,-0.333333333333
0,4140.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4148.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4148.0,1,1,0.0,0.0,0.5,0.25,0.0
2,4148.0,1,1,0.0,0.0,0.5,0.25,0.0
3,4148.0,1,1,0.0,0.0,0.5,0.25,0.0
4,4148.0,1,1,0.0,0.0,0.5,0.25,0.0
5,4148.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4148.0,2,1,0.0,0.0,0.5,0.25,0.0
1,4148.0,2,1,1.0,0.0,0.5,0.25,0.0
0,4148.0,6,1,1.0,0.833333333333,0.5,0.25,0.0
0,4148.0,8,1,1.0,0.857142857143,0.5,0.25,0.0
0,4150.0,0,1,1.0,0.0,1.0,1.0,0.0
1,4150.0,0,1,1.0,0.0,1.0,1.0,0.0
2,4150.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4150.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4150.0,2,1,1.0,0.75,1.0,1.0,0.0
0,4150.0,4,1,1.0,0.8,1.0,1.0,0.0
0,4150.0,5,1,1.0,0.833333333333,1.0,1.0,0.0
0,4155.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4155.0,1,1,0.0,0.0,0.5,0.25,0.0
2,4155.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4155.0,2,1,1.0,0.0,0.5,0.25,0.0
1,4155.0,2,1,1.0,0.0,0.5,0.25,0.0
0,4155.0,155,1,1.0,0.666666666667,0.5,0.25,0.0
0,4159.0,8,1,1.0,0.0,1.0,1.0,0.0
0,4159.0,9,1,1.0,0.0,1.0,1.0,0.0
0,4159.0,12,1,1.0,0.5,1.0,1.0,0.0
0,4159.0,154,1,1.0,0.666666666667,1.0,1.0,0.0
0,4162.0,0,1,1.0,0.0,1.0,1.0,0.0
1,4162.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4162.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4162.0,1,1,0.0,0.0,0.5,0.25,0.0
2,4162.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4162.0,2,1,0.0,0.666666666667,0.5,0.25,0.0
1,4162.0,2,1,1.0,0.666666666667,0.5,0.25,0.0
2,4162.0,2,1,1.0,0.666666666667,0.5,0.25,0.0
0,4162.0,3,1,1.0,0.75,0.5,0.25,0.0
0,4166.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4166.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4166.0,1,1,1.0,0.0,0.5,0.25,0.0
2,4166.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4166.0,2,1,0.0,0.5,0.5,0.25,0.0
1,4166.0,2,1,1.0,0.5,0.5,0.25,0.0
0,4166.0,3,1,0.0,0.75,0.333333333333,0.111111111111,0.0
1,4166.0,3,1,0.0,0.75,0.333333333333,0.111111111111,0.0
2,4166.0,3,1,1.0,0.75,0.333333333333,0.111111111111,0.0
0,4175.0,0,1,0.0,0.0,0.5,0.25,0.0
1,4175.0,0,1,1.0,0.0,0.5,0.25,0.0
0,4175.0,1,1,0.0,0.0,0.25,0.0625,0.0
1,4175.0,1,1,0.0,0.0,0.25,0.0625,0.0
2,4175.0,1,1,0.0,0.0,0.25,0.0625,0.0
3,4175.0,1,1,1.0,0.0,0.25,0.0625,0.0
0,4175.0,2,1,0.0,0.0,0.25,0.0625,0.0
1,4175.0,2,1,1.0,0.0,0.25,0.0625,0.0
0,4175.0,315,1,1.0,0.5,0.25,0.0625,0.0
0,4175.0,316,1,0.0,0.5,0.2,0.04,0.0
0,4175.0,318,1,1.0,0.666666666667,0.2,0.04,0.0
0,4175.0,324,1,1.0,0.75,0.2,0.04,0.0
0,4175.0,369,1,1.0,0.8,0.2,0.04,0.0
0,4175.0,761,1,1.0,0.833333333333,0.2,0.04,0.0
0,4177.0,0,1,0.0,0.0,0.5,0.25,0.0
1,4177.0,0,1,0.0,0.0,0.5,0.25,0.0
2,4177.0,0,1,1.0,0.0,0.5,0.25,0.0
3,4177.0,0,1,1.0,0.0,0.5,0.25,0.0
0,4177.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4177.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4177.0,6,1,0.0,0.0,0.333333333333,0.111111111111,0.0
0,4177.0,7,1,0.0,0.0,0.333333333333,0.111111111111,0.0
0,4187.0,0,1,1.0,0.0,1.0,1.0,0.0
1,4187.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4187.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4191.0,0,1,0.0,0.0,0.5,0.25,0.0
1,4191.0,0,1,0.0,0.0,0.5,0.25,0.0
2,4191.0,0,1,0.0,0.0,0.5,0.25,0.0
3,4191.0,0,1,1.0,0.0,0.5,0.25,0.0
0,4191.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4191.0,1,1,1.0,0.0,0.5,0.25,0.0
2,4191.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4191.0,2,1,1.0,0.75,0.5,0.25,0.0
1,4191.0,2,1,1.0,0.75,0.5,0.25,0.0
2,4191.0,2,1,1.0,0.75,0.5,0.25,0.0
3,4191.0,2,1,1.0,0.75,0.5,0.25,0.0
0,4191.0,3,1,1.0,0.833333333333,0.5,0.25,0.0
0,4191.0,5,1,0.0,0.9,0.5,0.25,0.0
1,4191.0,5,1,1.0,0.9,0.5,0.25,0.0
0,4195.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4195.0,1,1,0.0,0.0,0.5,0.25,0.0
2,4195.0,1,1,0.0,0.0,0.5,0.25,0.0
3,4195.0,1,1,0.0,0.0,0.5,0.25,0.0
4,4195.0,1,1,1.0,0.0,0.5,0.25,0.0
5,4195.0,1,1,1.0,0.0,0.5,0.25,0.0
6,4195.0,1,1,1.0,0.0,0.5,0.25,0.0
7,4195.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4195.0,2,1,0.0,0.0,0.5,0.25,0.0
1,4195.0,2,1,1.0,0.0,0.5,0.25,0.0
0,4195.0,3,1,0.0,0.0,0.5,0.25,-0.5
0,4195.0,4,1,0.0,0.8,0.5,0.25,-0.5
1,4195.0,4,1,1.0,0.8,0.5,0.25,-0.5
0,4195.0,16,1,1.0,0.833333333333,0.5,0.25,0.0
0,4198.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4198.0,1,1,0.0,0.0,0.5,0.25,0.0
2,4198.0,1,1,1.0,0.0,0.5,0.25,0.0
3,4198.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4200.0,1,1,1.0,0.0,1.0,1.0,0.0
1,4200.0,1,1,1.0,0.0,1.0,1.0,0.0
2,4200.0,1,1,1.0,0.0,1.0,1.0,0.0
3,4200.0,1,1,1.0,0.0,1.0,1.0,0.0
4,4200.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4200.0,2,1,1.0,0.0,1.0,1.0,0.0
0,4200.0,3,1,1.0,0.833333333333,1.0,1.0,0.0
0,4203.0,0,1,1.0,0.0,1.0,1.0,0.0
1,4203.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4203.0,1,1,1.0,0.0,1.0,1.0,0.0
1,4203.0,1,1,1.0,0.0,1.0,1.0,0.0
2,4203.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4203.0,2,1,1.0,0.666666666667,1.0,1.0,0.0
0,4203.0,3,1,1.0,0.833333333333,1.0,1.0,0.0
0,4205.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4205.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4205.0,1,1,0.0,0.0,0.5,0.25,0.0
2,4205.0,1,1,0.0,0.0,0.5,0.25,0.0
3,4205.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4205.0,2,1,0.0,0.0,0.5,0.25,-0.5
1,4205.0,2,1,1.0,0.0,0.5,0.25,-0.5
0,4208.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4208.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4208.0,1,1,0.0,0.0,0.5,0.25,0.0
2,4208.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4208.0,2,1,0.0,0.0,0.5,0.25,-0.5
1,4208.0,2,1,1.0,0.0,0.5,0.25,-0.5
0,4208.0,714,1,1.0,0.666666666667,0.5,0.25,0.0
0,4208.0,716,1,1.0,0.666666666667,0.5,0.25,0.0
0,4211.0,0,1,1.0,0.0,1.0,1.0,0.0
1,4211.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4215.0,0,1,1.0,0.0,1.0,1.0,0.0
1,4215.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4215.0,1,1,1.0,0.0,1.0,1.0,0.0
1,4215.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4215.0,2,1,1.0,0.666666666667,1.0,1.0,0.0
0,4215.0,3,1,1.0,0.8,1.0,1.0,0.0
0,4215.0,30,1,1.0,0.833333333333,1.0,1.0,0.0
0,4215.0,32,1,1.0,0.857142857143,1.0,1.0,0.0
1,4215.0,32,1,1.0,0.857142857143,1.0,1.0,0.0
0,4215.0,580,1,1.0,0.875,1.0,1.0,0.0
0,4215.0,582,1,1.0,0.9,1.0,1.0,0.0
1,4215.0,582,1,1.0,0.9,1.0,1.0,0.0
0,4218.0,82,1,1.0,0.0,1.0,1.0,0.0
0,4218.0,726,1,1.0,0.0,0.5,0.25,0.0
0,4218.0,728,1,1.0,0.0,0.333333333333,0.111111111111,0.0
0,4224.0,0,1,1.0,0.0,1.0,1.0,0.0
1,4224.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4224.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4224.0,2,1,1.0,0.666666666667,1.0,1.0,0.0
0,4225.0,0,1,1.0,0.0,1.0,1.0,0.0
1,4225.0,0,1,1.0,0.0,1.0,1.0,0.0
2,4225.0,0,1,1.0,0.0,1.0,1.0,0.0
3,4225.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4225.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4225.0,3,1,1.0,0.8,1.0,1.0,0.0
0,4228.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4228.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4230.0,1,1,1.0,0.0,1.0,1.0,0.0
1,4230.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4232.0,0,1,0.0,0.0,0.5,0.25,0.0
1,4232.0,0,1,1.0,0.0,0.5,0.25,0.0
2,4232.0,0,1,1.0,0.0,0.5,0.25,0.0
0,4232.0,1,1,1.0,0.0,0.5,0.25,0.0
1,4232.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4232.0,2,1,1.0,0.666666666667,0.5,0.25,0.0
0,4232.0,4,1,0.0,0.666666666667,0.333333333333,0.111111111111,0.0
0,4232.0,5,1,0.0,0.8,0.333333333333,0.111111111111,0.0
1,4232.0,5,1,1.0,0.8,0.333333333333,0.111111111111,0.0
0,4237.0,0,1,1.0,0.0,1.0,1.0,0.0
1,4237.0,0,1,1.0,0.0,1.0,1.0,0.0
2,4237.0,0,1,1.0,0.0,1.0,1.0,0.0
3,4237.0,0,1,1.0,0.0,1.0,1.0,0.0
4,4237.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4237.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4237.0,1,1,0.0,0.0,0.5,0.25,0.0
2,4237.0,1,1,1.0,0.0,0.5,0.25,0.0
3,4237.0,1,1,1.0,0.0,0.5,0.25,0.0
4,4237.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4237.0,2,1,1.0,0.833333333333,0.5,0.25,0.0
0,4237.0,3,1,1.0,0.888888888889,0.5,0.25,0.0
0,4240.0,0,1,1.0,0.0,1.0,1.0,0.0
1,4240.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4240.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4240.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4240.0,2,1,0.0,0.666666666667,0.5,0.25,0.0
1,4240.0,2,1,1.0,0.666666666667,0.5,0.25,0.0
0,4242.0,2,1,0.0,0.0,0.5,0.25,0.0
1,4242.0,2,1,1.0,0.0,0.5,0.25,0.0
0,4242.0,3,1,0.0,0.0,0.5,0.25,0.0
0,4247.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4247.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4247.0,2,1,1.0,0.0,0.5,0.25,0.0
0,4254.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4254.0,1,1,0.0,0.0,0.5,0.25,0.0
1,4254.0,1,1,1.0,0.0,0.5,0.25,0.0
0,4254.0,2,1,1.0,0.0,0.5,0.25,0.0
0,4254.0,8,1,1.0,0.5,0.5,0.25,0.0
0,4256.0,1,1,1.0,0.0,1.0,1.0,0.0
1,4256.0,1,1,1.0,0.0,1.0,1.0,0.0
2,4256.0,1,1,1.0,0.0,1.0,1.0,0.0
3,4256.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4261.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4261.0,2,1,1.0,0.0,1.0,1.0,0.0
0,4261.0,4,1,1.0,0.5,1.0,1.0,0.0
0,4261.0,6,1,1.0,0.666666666667,1.0,1.0,0.0
0,4262.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4262.0,1,1,1.0,0.0,1.0,1.0,0.0
1,4262.0,1,1,1.0,0.0,1.0,1.0,0.0
2,4262.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4262.0,2,1,0.0,0.0,0.5,0.25,0.0
0,4262.0,3,1,0.0,0.5,0.333333333333,0.111111111111,0.0
1,4262.0,3,1,0.0,0.5,0.333333333333,0.111111111111,0.0
2,4262.0,3,1,1.0,0.5,0.333333333333,0.111111111111,0.0
0,4262.0,4,1,0.0,0.5,0.333333333333,0.111111111111,0.0
0,4262.0,9,1,1.0,0.8,0.333333333333,0.111111111111,0.0
0,4262.0,13,1,0.0,0.8,0.333333333333,0.111111111111,0.0
0,4262.0,273,1,0.0,0.8,0.333333333333,0.111111111111,0.0
0,4270.0,2,1,1.0,0.0,1.0,1.0,0.0
0,4270.0,3,1,1.0,0.0,1.0,1.0,0.0
0,4275.0,0,1,1.0,0.0,1.0,1.0,0.0
0,4275.0,1,1,1.0,0.0,1.0,1.0,0.0
1,4275.0,1,1,1.0,0.0,1.0,1.0,0.0
2,4275.0,1,1,1.0,0.0,1.0,1.0,0.0
0,4275.0,2,1,1.0,0.5,1.0,1.0,0.0
0,4275.0,3,1,1.0,0.8,1.0,1.0,0.0
0,4275.0,4,1,1.0,0.833333333333,1.0,1.0,0.0
0,4275.0,8,1,1.0,0.857142857143,1.0,1.0,0.0
